awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate
3,"Alfred P. Sloan Foundation",29,"Sloan Research Fellowship-Neuroscience",1692052,"Meg Younger","2024",1814386,"U21647479","0000-0003-4967-7939","YOUNGER, MEG","Boston University","Prestigious",12/6/2024 3:24:46 AM
2002,"American Cancer Society",14695,"Institutional Research Grants (IRG)",1675795,"Pratt, Erica","2024",1814387,"U95326979","0000-0002-5868-6020","PRATT, ERICA","Boston University","Not Designated",12/6/2024 3:24:46 AM
2002,"American Cancer Society",14695,"Institutional Research Grants (IRG)",1675796,"Pratt, Erica","2023",1814387,"U95326979","0000-0002-5868-6020","PRATT, ERICA","Boston University","Not Designated",12/6/2024 3:24:46 AM
2002,"American Cancer Society",14695,"Institutional Research Grants (IRG)",1675764,"Teplensky, Michelle","2024",1814388,"U20871002","0000-0003-4664-420X","TEPLENSKY, MICHELLE H","Boston University","Not Designated",12/6/2024 3:24:46 AM
72,"American Institute of Chemical Engineers (AIChE)",10819,"Young Professionals Committee (YPC)/AIChE's 35 Under 35",1692540,"Michelle Teplensky","2023",1814388,"U20871002","0000-0003-4664-420X","TEPLENSKY, MICHELLE H","Boston University","Not Designated",12/6/2024 3:24:46 AM
3117,"Hartwell Foundation",19022,"Individual Biomedical Research Awards",1713682,"Michelle Teplensky","2023",1814388,"U20871002","0000-0003-4664-420X","TEPLENSKY, MICHELLE H","Boston University","Not Designated",12/6/2024 3:24:46 AM
329,"Arnold and Mabel Beckman Foundation",2707,"Beckman Young Investigators (BYI)",1754584,"Michelle Teplensky","2024",1814388,"U20871002","0000-0003-4664-420X","TEPLENSKY, MICHELLE H","Boston University","Prestigious",12/6/2024 3:24:46 AM
24,"American Association of Immunologists",10555,"AAI Early Career Faculty Travel Grant",1609139,"Adriana Tomic","2023",1814389,"U35124041","0000-0001-9885-3535","TOMIC, ADRIANA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",11293,"National Institute on Drug Abuse (NIDA)/Director?s Travel Award to CPDD",1411678,"Noel A. Vest","2020",1814394,"U82560117","0000-0001-8014-9726","VEST, NOEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",11293,"National Institute on Drug Abuse (NIDA)/Director?s Travel Award to CPDD",1411706,"Noel Vest","2021",1814394,"U82560117","0000-0001-8014-9726","VEST, NOEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",11293,"National Institute on Drug Abuse (NIDA)/Director?s Travel Award to CPDD",1680266,"Noel Vest","2022",1814394,"U82560117","0000-0001-8014-9726","VEST, NOEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
3406,"International Union Against Tuberculosis and Lung Disease (The Union)",22985,"Union Young Investigator Prize",1578568,"Leonardo Martinez","2020",1814404,"U78861307","0000-0003-0954-8489","MARTINEZ, LEONARDO","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",13443,"NIH Director?s Early Independence Award (DP5)",1528533,"Willis, Mary","2022",1814408,"U64066431","0000-0002-0247-7983","WILLIS, MARY","Boston University","Not Designated",12/6/2024 3:24:46 AM
1920,"Robert Wood Johnson Foundation",23286,"Health Policy Research Scholar",1633776,"Kevin Nguyen","2018",1814417,"U30727506","0000-0001-7417-6322","NGUYEN, KEVIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
442,"American Heart Association (AHA)",14722,"Career Development Award",1389862,"Walker, Maura","2020",1814419,"U07929841","0000-0001-9935-4113","WALKER, MAURA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1567,"The Japan Foundation",8162,"Japanese Studies Fellowships",768200,"HUA, Rui","2016",1814421,"U91355827","","HUA, RUI","Boston University","Not Designated",12/6/2024 3:24:46 AM
199,"Institute for Operations Research and the Management Sciences (INFORMS)",6415,"Information Systems Society/Nunamaker-Chen Dissertation Award",1661097,"Meizi Zhou","2023",1814423,"U93534132","","ZHOU, MEIZI","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",1763714,"Sabelhaus, Andrew","2024",1814430,"U92654653","0000-0001-5019-2846","SABELHAUS, ANDREW","Boston University","Prestigious",12/6/2024 3:24:46 AM
288,"National Academies, The",2495,"Ford Foundation Fellowships/Predoctoral",573327,"Slaughter, Christine Marie","2016",1814434,"U11800622","0000-0002-8733-6708","SLAUGHTER, CHRISTINE","Boston University","Not Designated",12/6/2024 3:24:46 AM
1255,"University of California, Los Angeles",7378,"Institute of American Cultures/Graduate and Predoctoral Fellowship in Ethnic Studies",1393781,"Christine Slaughter","2020",1814434,"U11800622","0000-0002-8733-6708","SLAUGHTER, CHRISTINE","Boston University","Not Designated",12/6/2024 3:24:46 AM
288,"National Academies, The",2493,"Ford Foundation Fellowships/Dissertation",1378040,"Slaughter, Christine Marie","2020",1814434,"U11800622","0000-0002-8733-6708","SLAUGHTER, CHRISTINE","Boston University","Not Designated",12/6/2024 3:24:46 AM
44,"American College of Neuropsychopharmacology",10561,"ACNP Travel Award",1301270,"Heidi Meyer","2020",1814435,"U28750756","0000-0002-9348-482X","MEYER, HEIDI","Boston University","Not Designated",12/6/2024 3:24:46 AM
1537,"Brain and Behavior Research Foundation",9122,"BBRF Young Investigator Grant",1650109,"Heidi Catherine Meyer","2023",1814435,"U28750756","0000-0002-9348-482X","MEYER, HEIDI","Boston University","Not Designated",12/6/2024 3:24:46 AM
816,"Academy of Social Sciences",3933,"Academy of Social Sciences Fellow",345573,"Loretta Lees","2013",1814439,"U80836410","0000-0001-5834-8155","LEES, LORETTA CONWAY","Boston University","Not Designated",12/6/2024 3:24:46 AM
3387,"Academia Europaea",21761,"Member of the Academia Europaea",1553854,"Lees, Loretta","2022",1814439,"U80836410","0000-0001-5834-8155","LEES, LORETTA CONWAY","Boston University","Not Designated",12/6/2024 3:24:46 AM
1007,"Urban Affairs Association",4851,"Marilyn J. Gittell Activist Scholar Award",1589868,"Loretta Lees","2022",1814439,"U80836410","0000-0001-5834-8155","LEES, LORETTA CONWAY","Boston University","Not Designated",12/6/2024 3:24:46 AM
1630,"Louisville Institute",8516,"Doctoral Fellowship",806825,"Eunil David Cho","2016",1814444,"U94194733","","CHO, EUNIL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1630,"Louisville Institute",8519,"Postdoctoral Fellowship",1192379,"Eunil David Cho","2020",1814444,"U94194733","","CHO, EUNIL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1670,"American Academy of Periodontology",8799,"Dr. D. Walter Cohen Teaching Award",1500067,"Chiho Ahn","2021",1814454,"U18217083","0000-0001-6292-8785","AHN, CHIHO","Boston University","Not Designated",12/6/2024 3:24:46 AM
1670,"American Academy of Periodontology",8720,"AAP Foundation Fellowships to the Institute for Teaching and Learning in the Health Professions",1523416,"Erin Breen","2021",1814457,"U77924236","","BREEN, ERIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,"Fulbright U.S. Student Program",680117,"Kasberg, Robert H.","1990",1814464,"U89595194","","KASBERG, ROBERT","Boston University","Not Designated",12/6/2024 3:24:46 AM
1843,"Harry S. Truman Scholarship Foundation",10173,"Scholars",1747178,"Robert Kasberg","1985",1814464,"U89595194","","KASBERG, ROBERT","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",9928,"NIH Pathway to Independence Award (K99/R00)",1457507,"Shenoy, Anukul","2022",1814489,"U35760946","0000-0001-8861-2295","SHENOY, ANUKUL","Boston University","Not Designated",12/6/2024 3:24:46 AM
2002,"American Cancer Society",14695,"Institutional Research Grants (IRG)",1675746,"Zhang, Chao","2024",1814490,"U42360221","0000-0001-8019-7998","ZHANG, CHAO","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",9928,"NIH Pathway to Independence Award (K99/R00)",1336077,"SASAMOTO, YUZURU ","2020",1814494,"U60288402","0009-0006-3249-8546","SASAMOTO, YUZURU","Boston University","Not Designated",12/6/2024 3:24:46 AM
1995,"American Academy of Pediatric Dentistry",11608,"Fellow of the AAPD",1632341,"Keri Discepolo","1900",1814500,"U32495908","","DISCEPOLO, KERI","Boston University","Not Designated",12/6/2024 3:24:46 AM
331,"Association for Computing Machinery (ACM)",8265,"SIGCHI/Best of CHI Paper Awards",791767,"Allison McDonald","2018",1837410,"U13989190","0000-0001-7477-6782","MCDONALD, ALLISON","Boston University","Not Designated",12/6/2024 3:24:46 AM
1774,"USENIX (Advanced Computing Systems Association)",9567,"Best Paper Awards",1446103,"Allison McDonald","2021",1837410,"U13989190","0000-0001-7477-6782","MCDONALD, ALLISON","Boston University","Not Designated",12/6/2024 3:24:46 AM
44,"American College of Neuropsychopharmacology",10561,"ACNP Travel Award",1765520,"Stephanie Puig","2024",1843251,"2023-33-AA","0000-0001-7200-1094","PUIG, STEPHANIE","Boston University","Not Designated",12/6/2024 3:24:46 AM
1118,"National Aeronautics and Space Administration (NASA)",7728,"Hubble Fellows",1103888,"Dillon Brout","2019",1979270,"U97863359","0000-0001-5201-8374","BROUT, DILLON","Boston University","Not Designated",12/6/2024 3:24:46 AM
3,"Alfred P. Sloan Foundation",30,"Sloan Research Fellowship-Physics",1692089,"Chuanfei Dong","2024",1979271,"U77455796","0000-0002-8990-094X","DONG, CHUANFEI","Boston University","Prestigious",12/6/2024 3:24:46 AM
179,"Department of Energy",13353,"Early Career Research Award",1656594,"Chuanfei Dong","2023",1979271,"U77455796","0000-0002-8990-094X","DONG, CHUANFEI","Boston University","Not Designated",12/6/2024 3:24:46 AM
2002,"American Cancer Society",14695,"Institutional Research Grants (IRG)",1675875,"Hao, Liangliang","2024",1979274,"U45822801","0000-0001-7513-3922","HAO, LIANGLIANG","Boston University","Not Designated",12/6/2024 3:24:46 AM
329,"Arnold and Mabel Beckman Foundation",13356,"Arnold O. Beckman Postdoctoral Fellowship",1378724,"Joseph Derosa","2020",1979280,"U20394084","0000-0001-8672-4875","DEROSA, JOSEPH","Boston University","Not Designated",12/6/2024 3:24:46 AM
41,"American Chemical Society",19114,"PHYS-Young Investigator Award",1577123,"Minjung Son","2022",1979281,"U32133369","0000-0002-8385-062X","SON, MINJUNG","Boston University","Not Designated",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",2147,"Summer Stipends Awards",1658359,"Moorman, Rebecca F.","2023",1979282,"U55541811","","MOORMAN, REBECCA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,"Fulbright U.S. Student Program",925531,"Cristina Marisa Gago","2017",1979283,"U12981108","0000-0003-3159-705X","GAGO, CRISTINA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",24684,"Health Disparities Research Institute - HDRI Scholar",1777351,"Cristina Gago","2024",1979283,"U12981108","0000-0003-3159-705X","GAGO, CRISTINA","Boston University","Not Designated",12/6/2024 3:24:46 AM
1604,"Google",8593,"Google Faculty Research Award",829549,"Eran Tromer","2014",1979291,"U53156541","0000-0002-8884-9564","TROMER, ERAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
222,"National Academy of Sciences",7494,"Kavli Frontiers of Science Fellows",1072854,"Eran Tromer","2013",1979291,"U53156541","0000-0002-8884-9564","TROMER, ERAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1774,"USENIX (Advanced Computing Systems Association)",9567,"Best Paper Awards",1446095,"Eran Tromer","2021",1979291,"U53156541","0000-0002-8884-9564","TROMER, ERAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
331,"Association for Computing Machinery (ACM)",23325,"SIGSAC/ACM CCS The Test-of-Time Award",1646806,"Eran Tromer","2019",1979291,"U53156541","0000-0002-8884-9564","TROMER, ERAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
816,"Academy of Social Sciences",3933,"Academy of Social Sciences Fellow",905018,"David Demeritt","2019",1979292,"U27857128","0000-0002-2030-0807","DEMERITT, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
413,"National Bureau of Economic Research(NBER)",3019,"NBER Affiliated Scholars",1755137,"Benjamin Marx","2024",1979293,"U66769024","","MARX, BENJAMIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1139,"National Institutes of Health (NIH)",11293,"National Institute on Drug Abuse (NIDA)/Director?s Travel Award to CPDD",1411703,"Samantha Auty","2020",1979312,"U61922127","0000-0002-0776-4025","AUTY, SAMANTHA","Boston University","Not Designated",12/6/2024 3:24:46 AM
3556,"Health Services Research",23782,"James F. Burgess Methods Article-of-the-Year Award",1785755,"Samantha G. Auty","2024",1979312,"U61922127","0000-0002-0776-4025","AUTY, SAMANTHA","Boston University","Not Designated",12/6/2024 3:24:46 AM
54,"American Council of Learned Societies (ACLS)",3007,"Andrew W Mellon/ACLS Dissertation Completion Fellowships",1384608,"Heba Alnajada","2021",1979315,"U12087499","","ALNAJADA, HEBA","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,"Fulbright U.S. Student Program",1216236,"Jilene  Chua","2019",1979316,"U27743944","","CHUA, JILENE","Boston University","Not Designated",12/6/2024 3:24:46 AM
54,"American Council of Learned Societies (ACLS)",3007,"Andrew W Mellon/ACLS Dissertation Completion Fellowships",316004,"Aimee M. Genell","2012",1979320,"U71552613","","GENELL, AIMEE","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",7531,"Fulbright U.S. Student Program",672436,"Genell, Aimee","2010",1979320,"U71552613","","GENELL, AIMEE","Boston University","Not Designated",12/6/2024 3:24:46 AM
2174,"Horowitz Foundation for Social Policy",12489,"Harold D. Lasswell Award",1185322,"Sanne Verschuren","2019",1979322,"U47774993","","VERSCHUREN, SANNE CORNELIA J","Boston University","Not Designated",12/6/2024 3:24:46 AM
2057,"Belfer Center for Science and International Affairs",12122,"International Security Program Fellow",1382601,"Sanne Verschuren","2021",1979322,"U47774993","","VERSCHUREN, SANNE CORNELIA J","Boston University","Not Designated",12/6/2024 3:24:46 AM
96,"American Political Science Association",11055,"International Security and Arms Control Section/Kenneth N. Waltz Dissertation Award",1540215,"Sanne Cornelia J. Verschuren","2022",1979322,"U47774993","","VERSCHUREN, SANNE CORNELIA J","Boston University","Not Designated",12/6/2024 3:24:46 AM
1130,"Harvard University",7563,"Nieman Foundation/Nieman Fellows",708492,"David Abel","2013",1979323,"U06624967","","ABEL, DAVID","Boston University","Not Designated",12/6/2024 3:24:46 AM
393,"Society for the Social Studies of Science",20268,"David Edge Prize",1533257,"Joan Donovan","2020",1979324,"U14527335","","DONOVAN, JOAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
3589,"Beloit College",24582,"Weissberg Chair in Human Rights and Social Justice",1764110,"Joan Donovan","2023",1979324,"U14527335","","DONOVAN, JOAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
147,"American Sociological Association",1461,"Communications, Information Technologies and Media Sociology Section/CITAMS Award for Public Sociology",1772144,"Joan Donovan","2024",1979324,"U14527335","","DONOVAN, JOAN","Boston University","Not Designated",12/6/2024 3:24:46 AM
351,"International Communication Association (ICA)",17318,"Children, Adolescents, and Media Division/Top Paper Award",1499062,"AnneMarie McClain","2022",1979340,"U44357359","0000-0001-5819-6163","MCCLAIN, ANNEMARIE","Boston University","Not Designated",12/6/2024 3:24:46 AM
1007,"Urban Affairs Association",7622,"Best Conference Paper Award",714214,"Jacob Robert Brown","2013",1979373,"U97790396","0000-0001-8037-5360","BROWN, JACOB","Boston University","Not Designated",12/6/2024 3:24:46 AM
1649,"Anxiety and Depression Association of America",8590,"Alies Muskin Early Career Development Program Award",1547746,"Qimin Liu","2022",1979376,"U24370851","0000-0003-3840-1136","LIU, QIMIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
